date,title,article,author,link
2019-05-05T00:59:26+00:00,Windows「接龍」打入世界電子遊戲名人堂,"五月 5, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/05/windows-solitaire-inducted-into-the-world-video-game-hall-of-fame/game-channel/
2019-05-05T01:02:54+00:00,「劇透者聯盟」網站   原因竟然和情緒健康有關,"五月 5, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/05/calling-all-pet-lovers-this-website-warns-you-of-dog-deaths-in-movies/movie-2/
2019-05-05T10:09:05+00:00,日式《復仇者聯盟：終局之戰》Avengers 4 浮世繪插畫網路熱傳,"五月 5, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/05/05/avengersuyo/movie-2/
2019-05-05T10:05:38+00:00,Dell 電腦預載軟件可被安裝惡意程式　 廠方推軟件更新解決,"五月 5, 2019 •,  •",Lawton,https://unwire.hk/2019/05/05/dellg3/tech-secure/
2019-05-04T01:47:56+00:00,日本虛擬模特兒 imma 成雜誌化粧品介紹主角,"五月 4, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/04/virtual-model-imma-to-pose-in-fashion-magazine-with-real-models-advertising-makeup-brand-kate/life-tech/
2019-05-04T01:51:21+00:00,台灣廠商將經典雪佛蘭肌肉車變身電動車,"五月 4, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/04/taiwan-xing-mobility-1969-chevy-camaro-ev/life-tech/auto/
2019-05-04T01:56:48+00:00,智能手錶首季出貨報告   Apple Watch 以近 36% 佔首位,"五月 4, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/04/samsung-is-gaining-on-apple-in-the-smartwatch-wars/life-tech/watch-wireless-home/
2019-05-04T02:00:11+00:00,賽車遊戲《GRID Autosport》Android 版開放封測登記,"五月 4, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/04/grid-autosport-for-android-beta/game-channel/
2019-05-04T06:12:26+00:00,科學家：死神星 Apophis 10 年後將近距離掠過地球,"五月 4, 2019 •,  •",Dennis,https://unwire.hk/2019/05/04/apophis-asteroid/fun-tech/
2019-05-04T09:08:58+00:00,【有片睇】平成時代曾兩度失敗　 日本民間火箭終在令和時代成功上太空　 ,"五月 4, 2019 •,  •",Lawton,https://unwire.hk/2019/05/04/momo3go/fun-tech/
2019-05-04T06:12:52+00:00,傳 Google Pixel 3a 只售約 $3100　紫色「Purple-ish」配色登場,"五月 4, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/05/04/google-pixel-3a%e3%80%813a-xl-purple-ish/mobile-phone/
2019-05-04T10:25:32+00:00,台灣 iOS 課金普遍漲價10％　 Apple：當地施行3%企業所得稅,"五月 4, 2019 •,  •",Lawton,https://unwire.hk/2019/05/04/taiwanios/fun-tech/
2019-05-04T10:17:00+00:00,傳 Facebook 同 Visa、Mastercard 商討建構虛擬貨幣支付系統,"五月 4, 2019 •,, ,  •,Tags: ,, ",Lawton,https://unwire.hk/2019/05/04/facebookvirtualcurrency/life-tech/epayment/
2019-05-04T10:00:26+00:00,Mozilla 證書過期  Firefox 所有附加元件失效,"五月 4, 2019 •,  •,Tags: ,, ",藍骨,https://unwire.hk/2019/05/04/firefox-extension-add-on-cert/software/
2019-05-05T04:55:22+00:00,前 Google 員工爆料：YouTube 不支援 IE 6 是個陰謀,"五月 4, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/05/04/googlers-admit-to-using-youtube-to-kill-microsoft-browser/fun-tech/
2019-05-03T11:18:49+00:00,【開箱】巨靈神 INFINITISM HG 模型　Infinity 風格+刻線分色細緻,"五月 3, 2019 •,  •,Tags: ,, ,, ,, ",Login,https://unwire.hk/2019/05/03/hg-grandizer-infinitism/shop_guide/
2019-05-07T12:08:45+00:00,【unwire TV】智能操控 + 舒適寧靜 寶馬 3系 330iA 實試,"五月 3, 2019 •,, ,  •",chris,https://unwire.hk/2019/05/03/bmw_330ia/unwire_podcast/
2019-05-03T11:13:54+00:00,傳 GTA 6 或同時有自由城及罪惡城市　不會在 PS4 及 Xbox One 推出,"五月 3, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/03/gta-6-leaked/game-channel/
2019-05-03T10:13:37+00:00,【實試】BMW 330i A M Sport Edition　車內科技大提升+行車穩定舒適,"五月 3, 2019 •,, ,  •,Tags: ,, ,, ",Lawton,https://unwire.hk/2019/05/03/bmw-330i-a-m-sport-edition/life-tech/auto/
2019-05-03T09:17:55+00:00,NETGEAR 最新 AX 路由器陣列　 締造 Wi-Fi 6 新世代網絡新標準,"五月 3, 2019 •,  •",Lawton,https://unwire.hk/2019/05/03/nighthawk-ax/wireless-home/routers/
2019-05-03T09:20:53+00:00,輕巧電競主機 Trident X Infinte 系列推出　麻雀雖小內置配備實力十足,"五月 3, 2019 •,, ,  •,Tags: ,, ",Login,https://unwire.hk/2019/05/03/trident-x-infinte/shop_guide/
2019-05-03T10:50:26+00:00,Facebook「Secret Crush」默默關注女神男神 　如對方都有關注即可配對,"五月 3, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/03/facebook-secret-crush/fun-tech/
2019-05-03T08:34:51+00:00,Tesla 關注鎳、銅等電池金屬長遠供應短缺　電動車生產起暗湧？　,"五月 3, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/03/tesla-concern-ev-mineral-shortages/fun-tech/
2019-05-02T09:22:15+00:00,全球智能手機市場衰退　市場分析 2019 Q1 iPhone 銷量按年下跌 23%,"五月 2, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/05/02/2019-q1-iphone-sales-decrease-23-percent-yoy/mobile-phone/
2019-05-02T11:48:07+00:00,【評測】Bandai Robot 魂 Kampfer 京寶梵 Ver. A.N.I.M.E.  　特效件豐富+重現名作場面,"五月 2, 2019 •,, ,  •,Tags: ,, ,, ",Login,https://unwire.hk/2019/05/02/bandai-robot-kampfer-ver-anime/review-2/
2019-05-02T11:50:58+00:00,【搶先看】Star Wars LEGO 20週年展　巨大黑武士+白兵+C-3PO,"五月 2, 2019 •,, ,, ,  •,Tags: ,, ",Lawton,https://unwire.hk/2019/05/02/starwarslego20anniversary/hottopic/
2019-05-02T08:06:17+00:00,LifeSmart BLEND 系列幻彩燈光及開關系列,"五月 2, 2019 •,, ,  •,Tags: ,, ",Edward,https://unwire.hk/2019/05/02/lifesmart-blend-series-light/wireless-home/
2019-05-02T10:38:06+00:00,外媒：華為計劃推出 5G 8K 電視　2021 年前成五大 PC 生產商,"五月 2, 2019 •,  •,Tags: ,, ,, ,, ",Dennis,https://unwire.hk/2019/05/02/huawei-5g-8k-tv/fun-tech/
2019-05-02T11:51:57+00:00,Google 讓用戶自動刪除搜尋及定位數據 　加強保護私隱,"五月 2, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/02/google-auto-delete-controls/fun-tech/
2019-05-02T17:38:45+00:00,跟 Apple 商標太相似   德國單車徑標誌被 Apple 投訴侵權,"五月 3, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/03/apple-said-this-cycling-path-sign-looks-alike-its-brand-logo/fun-tech/
2019-05-02T18:08:31+00:00,Google 為 Wear OS 新增 Tiles 功能,"五月 3, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/03/google-tiles-wear-os-smartwatches/life-tech/watch-wireless-home/
2019-05-02T17:46:31+00:00,人工智能取代真人工作   時裝模特兒攝影師首當其衝,"五月 3, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/05/03/this-ai-generates-ultra-realistic-fashion-models-from-head-to-toe/life-tech/
2019-05-02T18:04:36+00:00,Fujitsu、KIA 合作研發全新智能警車,"五月 3, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/03/fujitsu-kia-new-police-car/life-tech/auto/
2019-05-02T18:17:02+00:00,Samsung 平板出現「天線門」   手執一角 Wi-Fi 訊號即跌,"五月 3, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/05/03/galaxy-tab-s5e-reportedly-kills-wifi-performance/notebook/tablet-notebook/
2019-05-03T05:15:59+00:00,孩之寶正式確定！《變形金剛：哪吒》將於第三季於中國 CCTV 播放,"五月 3, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/05/03/transformer-nezha/movie-2/
2019-05-03T06:29:56+00:00,超音鼠真人版電影惹負評　導演承諾重新設計,"五月 3, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/03/sonic-cgi-film-redesign/movie-2/
2019-05-02T07:29:32+00:00,Qualcomm 與 Apple 和解後獲至少 45 億美元收入,"五月 2, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/05/02/qualcomm-4-5-billion-from-apple-patent-settlement/mobile-phone/
2019-05-02T07:32:10+00:00,Fevaworks 免費 AI 工作坊　早日認識 AI 技術突破,"五月 2, 2019 •,  •,Tags: ",Login,https://unwire.hk/2019/05/02/fevaworks-ai-free-workshop/learning/
2019-05-02T06:08:20+00:00,的士成汽車死火救星？港產 App「CarSOS」召喚拖車,"五月 2, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/05/02/carsos-app/fun-tech/
2019-04-30T16:46:49+00:00,中超天貓開旗艦店   16 球會週邊產品齊備,"五月 1, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/01/csl-official-webstore-tmall/life-tech/
2019-05-01T08:18:55+00:00,【有片睇】超音鼠真人版電影預告片公開 　 負評比正評還要多,"五月 1, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/05/01/sonicthehedgehog2019/movie-2/
2019-04-30T17:13:22+00:00,Samsung The Sero QLED 電視可垂直顯示   5 月底韓國率先上市,"五月 1, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/01/samsung-the-sero-vertical-qled-tv/wireless-home/audio-visual/
2019-05-01T05:44:29+00:00,澳洲計劃 2020 年前撲殺 200 萬隻野貓　數量太多致 22 個物種絕種,"五月 1, 2019 •,  •",Dennis,https://unwire.hk/2019/05/01/australia-feral-cats/fun-tech/
2019-05-01T10:17:24+00:00,【有片睇】「日本扮嘢大挑戰」評分牌玩具再被掘出　 燈光聲效超逼真,"五月 1, 2019 •,  •",Lawton,https://unwire.hk/2019/05/01/omocha/fun-tech/
2019-05-01T10:19:15+00:00,Canon EOS RP 日本銷量呈現失速　  外媒：低價格並非唯一成功關鍵,"五月 1, 2019 •,  •",Lawton,https://unwire.hk/2019/05/01/canon-eos-rp/dc/
2019-05-01T11:16:00+00:00,Facebook 正式公佈未來 Messenger 將可以連通 WhatsApp 和 Instagram,"五月 1, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/05/01/facebook-messenger-whatsapp-instagram/software/
2019-05-01T10:55:05+00:00,紐約公共交通終於支援輕觸式付款,"五月 1, 2019 •,  •,Tags: ,, ,, ",藍骨,https://unwire.hk/2019/05/01/nymta-apple-pay/fun-tech/
2019-05-01T02:50:59+00:00,【評測】Huawei Matebook 13     輕便易攜旗艦級商務筆電,"五月 1, 2019 •,, ,, ,  •,Tags: ,, ,, ,, ",Edward,https://unwire.hk/2019/05/01/huawei-matebook-13-review/review-2/
2019-05-01T11:34:59+00:00,Tim Cook：滿意與 Qualcomm 達成的和解協議,"五月 1, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/05/01/tim-cook-qualcomm-agreement/mobile-phone/
2019-05-02T13:18:36+00:00,豐田為新任日本天皇定制獨一無二開篷座駕,"五月 2, 2019 •,  •,Tags: ,, ,, ,, ",唐美鳳,https://unwire.hk/2019/05/02/japan-emperor-toyota-century-convertible/life-tech/auto/
2019-05-01T21:18:06+00:00,前 Google CEO Eric Schmidt 不再續任 Alphabet 董事,"五月 2, 2019 •,  •,Tags: ,, ,, ",唐美鳳,https://unwire.hk/2019/05/02/eric-schmidt-not-extend-alphabet-board-member-job/life-tech/
2019-05-01T21:23:14+00:00,哈薩克斯坦臨時總統 P 圖磨皮執走雙下巴,"五月 2, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/02/kazakhstan-caught-beauty-retouching-photos-of-new-leader/dc/photogism/
2019-05-01T21:26:36+00:00,首個推出 5G 歐洲國家   三款 5G 手機瑞士上市,"五月 2, 2019 •,  •,Tags: ,, ,, ,, ,, ",唐美鳳,https://unwire.hk/2019/05/02/three-5g-smartphones-launched-in-swiss/mobile-phone/
2019-05-01T21:29:18+00:00,"眾籌無人問津    勁量 18,000mAh 電池手機失敗收場","五月 2, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/05/02/energizer-power-max-p18k-pop-failed/mobile-phone/
2019-05-02T09:22:50+00:00,【評測】Dyson Pure Cool Me 「自私扇」,"五月 2, 2019 •,, ,, ,  •,Tags: ",Lawton,https://unwire.hk/2019/05/02/dyson-pure-cool-me/life-tech/
2019-04-30T08:23:45+00:00,【復仇者聯盟4：終局之戰】Avengers 4 Marvel 官方發佈劇透短片　網民斥責：講一套做一套,"四月 30, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/30/marvel-spoils-endgame-in-twitter/movie-2/
2019-04-29T15:00:29+00:00,傳達成和解協議   韓國終止 Apple 專利侵權調查,"四月 30, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/30/ktc-teminate-investigation-ove-apple-patent-infringement/news/
2019-04-30T10:14:07+00:00,EPSON 日本推出 Hello Kitty 45 週年電子紙屏幕手錶,"四月 30, 2019 •,  •,Tags: ,, ",唐美鳳,https://unwire.hk/2019/04/30/epson-hello-kitty-45-anniversary-smart-canvas-watch/life-tech/watch-wireless-home/
2019-04-30T07:26:27+00:00,【有片睇】超窩心！外國爸爸為女兒自製《回到未來》Delorean DMC 12 電動車,"四月 30, 2019 •,  •,Tags: ",Dennis,https://unwire.hk/2019/04/30/dad-diy-delorean-dmc-12/fun-tech/
2019-04-30T05:24:40+00:00,Xbox One S All-Digital 香港推出日期公佈　7-11 有得買 Game 毋須信用卡,"四月 30, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/30/xbox-one-s-all-digital-in-hk/game-channel/
2019-04-29T14:56:59+00:00,起床照顧孩子太辛苦   朱克伯格為太太研發起床燈,"四月 30, 2019 •,  •,Tags: ",唐美鳳,https://unwire.hk/2019/04/30/mark-zuckerberg-built-a-glowing-sleep-box-to-help-his-wife-snooze/life-tech/
2019-04-30T08:04:19+00:00,PUBG Mobile 全港食雞大作戰 2019　爭奪 KFC 全年食雞通行證,"四月 30, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/30/pubg-2019-kfc/game-channel/
2019-04-30T06:04:07+00:00,感應器透視腦內情緒？日本腦電波感應器展示人類睡眠時腦部活動,"四月 30, 2019 •,  •,Tags: ,, ",Login,https://unwire.hk/2019/04/30/niconico-brain-wave/fun-tech/
2019-04-30T11:01:07+00:00,Samsung Q900R 登陸香港　8K QLED 超高清原生面板+Quantum AI 處理器,"四月 30, 2019 •,, ,  •,Tags: ,, ,, ,, ,, ",arthur,https://unwire.hk/2019/04/30/8k-qled-quantum-ai-samsung-q900r/people-interview/
2019-04-30T10:38:22+00:00,HOFEX 2019 即將舉行 O2O 網上營銷成趨勢 會否對飲食界影響深遠？,"四月 30, 2019 •,  •,Tags: ,, ,, ,, ",藍骨,https://unwire.hk/2019/04/30/hofex-2019-o2o/life-tech/
2019-04-30T11:15:23+00:00,「2019 香港學生科學比賽」發明品展創意　 智能火警逃生、長者安全系統奪冠,"四月 30, 2019 •,  •,Tags: ",Lawton,https://unwire.hk/2019/04/30/2019hksspc/fun-tech/
2019-04-30T10:58:20+00:00,【有片睇】李安新作《雙子任務》預告片公布　50 歲 + 25 歲 Will Smith 同台演出,"四月 30, 2019 •,  •,Tags: ,, ",Dennis,https://unwire.hk/2019/04/30/gemini-man-hk/movie-2/
